SystemCodeNumber,Capacity,Occupancy,LastUpdated,Date,Hour,Day,Month,DayOfWeek,IsWeekend,AvailableSpaces,OccupancyRate,Previous_Availability,Lag_2_Availability,Lag_3_Availability,Rolling_Average_Availability
BHMEURBRD01,470,170,2016-11-19 12:04:16,2016-11-19,12,19,11,Saturday,1,300,0.3617021276595745,324.0,338.0,363.0,341.6666666666667
Others-CCCPS8,1322,798,2016-11-19 12:04:16,2016-11-19,12,19,11,Saturday,1,524,0.6036308623298033,599.0,688.0,755.0,680.6666666666666
BHMEURBRD02,220,39,2016-11-19 12:04:16,2016-11-19,12,19,11,Saturday,1,181,0.17727272727272728,180.0,180.0,182.0,180.66666666666666
BHMNCPPLS01,450,127,2016-11-19 12:04:16,2016-11-19,12,19,11,Saturday,1,323,0.2822222222222222,347.0,371.0,381.0,366.3333333333333
BHMNCPLDH01,720,512,2016-11-19 12:04:16,2016-11-19,12,19,11,Saturday,1,208,0.7111111111111111,250.0,276.0,312.0,279.3333333333333
Others-CCCPS135a,3883,1692,2016-11-19 12:04:16,2016-11-19,12,19,11,Saturday,1,2191,0.43574555755858874,2338.0,2458.0,2598.0,2464.6666666666665
BHMBCCMKT01,577,293,2016-11-19 12:04:16,2016-11-19,12,19,11,Saturday,1,284,0.5077989601386482,308.0,342.0,381.0,343.6666666666667
Others-CCCPS202,2937,880,2016-11-19 12:04:16,2016-11-19,12,19,11,Saturday,1,2057,0.299625468164794,2131.0,2210.0,2294.0,2211.6666666666665
BHMMBMMBX01,687,411,2016-11-19 12:31:16,2016-11-19,12,19,11,Saturday,1,276,0.5982532751091703,303.0,339.0,371.0,337.6666666666667
Broad Street,690,216,2016-11-19 12:31:16,2016-11-19,12,19,11,Saturday,1,474,0.3130434782608696,481.0,504.0,518.0,501.0
BHMBCCTHL01,387,387,2016-11-19 12:31:16,2016-11-19,12,19,11,Saturday,1,0,1.0,0.0,8.0,56.0,21.333333333333332
BHMBRCBRG01,1010,1010,2016-11-19 12:31:16,2016-11-19,12,19,11,Saturday,1,0,1.0,0.0,0.0,90.0,30.0
NIA South,788,142,2016-11-19 12:31:16,2016-11-19,12,19,11,Saturday,1,646,0.1802030456852792,656.0,690.0,723.0,689.6666666666666
BHMNCPLDH01,720,553,2016-11-19 12:31:16,2016-11-19,12,19,11,Saturday,1,167,0.7680555555555556,208.0,250.0,276.0,244.66666666666666
Others-CCCPS98,3103,840,2016-11-19 12:31:16,2016-11-19,12,19,11,Saturday,1,2263,0.2707057686110216,2312.0,2414.0,2494.0,2406.6666666666665
Others-CCCPS202,2937,904,2016-11-19 12:31:16,2016-11-19,12,19,11,Saturday,1,2033,0.30779707184201566,2057.0,2131.0,2210.0,2132.6666666666665
NIA Car Parks,1268,141,2016-11-19 12:31:16,2016-11-19,12,19,11,Saturday,1,1127,0.111198738170347,1132.0,1170.0,1201.0,1167.6666666666667
BHMNCPNST01,485,286,2016-11-19 12:31:16,2016-11-19,12,19,11,Saturday,1,199,0.5896907216494846,216.0,244.0,261.0,240.33333333333334
BHMEURBRD02,220,38,2016-11-19 12:31:16,2016-11-19,12,19,11,Saturday,1,182,0.17272727272727273,181.0,180.0,180.0,180.33333333333334
BHMBRCBRG03,849,474,2016-11-19 12:31:16,2016-11-19,12,19,11,Saturday,1,375,0.558303886925795,409.0,474.0,522.0,468.3333333333333
BHMEURBRD01,470,178,2016-11-19 12:31:16,2016-11-19,12,19,11,Saturday,1,292,0.37872340425531914,300.0,324.0,338.0,320.6666666666667
BHMBCCPST01,317,286,2016-11-19 12:31:16,2016-11-19,12,19,11,Saturday,1,31,0.9022082018927445,67.0,109.0,138.0,104.66666666666667
Others-CCCPS135a,3883,1835,2016-11-19 12:31:16,2016-11-19,12,19,11,Saturday,1,2048,0.4725727530260108,2191.0,2338.0,2458.0,2329.0
Others-CCCPS8,1322,842,2016-11-19 12:31:16,2016-11-19,12,19,11,Saturday,1,480,0.6369137670196672,524.0,599.0,688.0,603.6666666666666
Others-CCCPS133,4675,3484,2016-11-19 12:31:16,2016-11-19,12,19,11,Saturday,1,1191,0.74524064171123,1484.0,1824.0,2216.0,1841.3333333333333
Bull Ring,3053,2633,2016-11-19 12:31:16,2016-11-19,12,19,11,Saturday,1,420,0.8624303963314772,642.0,894.0,1213.0,916.3333333333334
Others-CCCPS105a,2009,1253,2016-11-19 12:31:16,2016-11-19,12,19,11,Saturday,1,756,0.6236933797909407,827.0,938.0,1059.0,941.3333333333334
BHMBCCMKT01,577,340,2016-11-19 12:31:16,2016-11-19,12,19,11,Saturday,1,237,0.5892547660311959,284.0,308.0,342.0,311.3333333333333
BHMNCPHST01,1200,461,2016-11-19 12:31:16,2016-11-19,12,19,11,Saturday,1,739,0.38416666666666666,788.0,826.0,862.0,825.3333333333334
BHMNCPPLS01,450,154,2016-11-19 12:31:16,2016-11-19,12,19,11,Saturday,1,296,0.3422222222222222,323.0,347.0,371.0,347.0
Others-CCCPS119a,2803,545,2016-11-19 12:31:16,2016-11-19,12,19,11,Saturday,1,2258,0.19443453442739922,2263.0,2324.0,2403.0,2330.0
Shopping,1920,1014,2016-11-19 12:31:16,2016-11-19,12,19,11,Saturday,1,906,0.528125,996.0,1076.0,1138.0,1070.0
BHMNCPNHS01,500,121,2016-11-19 12:31:16,2016-11-19,12,19,11,Saturday,1,379,0.242,378.0,375.0,379.0,377.3333333333333
BHMBCCSNH01,863,566,2016-11-19 12:31:16,2016-11-19,12,19,11,Saturday,1,297,0.6558516801853997,346.0,417.0,465.0,409.3333333333333
BHMBRCBRG02,1194,1149,2016-11-19 12:31:16,2016-11-19,12,19,11,Saturday,1,45,0.9623115577889447,235.0,422.0,601.0,419.3333333333333
BHMNCPLDH01,720,585,2016-11-19 13:04:16,2016-11-19,13,19,11,Saturday,1,135,0.8125,167.0,208.0,250.0,208.33333333333334
BHMBCCMKT01,577,400,2016-11-19 13:04:16,2016-11-19,13,19,11,Saturday,1,177,0.6932409012131716,237.0,284.0,308.0,276.3333333333333
BHMBCCTHL01,387,387,2016-11-19 13:04:16,2016-11-19,13,19,11,Saturday,1,0,1.0,0.0,0.0,8.0,2.6666666666666665
BHMBCCPST01,317,297,2016-11-19 13:04:16,2016-11-19,13,19,11,Saturday,1,20,0.9369085173501577,31.0,67.0,109.0,69.0
BHMBRCBRG02,1194,1194,2016-11-19 13:04:16,2016-11-19,13,19,11,Saturday,1,0,1.0,45.0,235.0,422.0,234.0
BHMNCPHST01,1200,522,2016-11-19 13:04:16,2016-11-19,13,19,11,Saturday,1,678,0.435,739.0,788.0,826.0,784.3333333333334
NIA South,788,144,2016-11-19 13:04:16,2016-11-19,13,19,11,Saturday,1,644,0.18274111675126903,646.0,656.0,690.0,664.0
Others-CCCPS133,4675,3643,2016-11-19 13:04:16,2016-11-19,13,19,11,Saturday,1,1032,0.7792513368983958,1191.0,1484.0,1824.0,1499.6666666666667
Others-CCCPS8,1322,879,2016-11-19 13:04:16,2016-11-19,13,19,11,Saturday,1,443,0.6649016641452344,480.0,524.0,599.0,534.3333333333334
NIA Car Parks,1268,146,2016-11-19 13:04:16,2016-11-19,13,19,11,Saturday,1,1122,0.11514195583596215,1127.0,1132.0,1170.0,1143.0
BHMEURBRD02,220,38,2016-11-19 13:04:16,2016-11-19,13,19,11,Saturday,1,182,0.17272727272727273,182.0,181.0,180.0,181.0
BHMMBMMBX01,687,444,2016-11-19 13:04:16,2016-11-19,13,19,11,Saturday,1,243,0.6462882096069869,276.0,303.0,339.0,306.0
BHMNCPNST01,485,307,2016-11-19 13:04:16,2016-11-19,13,19,11,Saturday,1,178,0.6329896907216495,199.0,216.0,244.0,219.66666666666666
Others-CCCPS135a,3883,1991,2016-11-19 13:04:16,2016-11-19,13,19,11,Saturday,1,1892,0.5127478753541076,2048.0,2191.0,2338.0,2192.3333333333335
Others-CCCPS119a,2803,546,2016-11-19 13:04:16,2016-11-19,13,19,11,Saturday,1,2257,0.19479129504102746,2258.0,2263.0,2324.0,2281.6666666666665
BHMBRCBRG03,849,513,2016-11-19 13:04:16,2016-11-19,13,19,11,Saturday,1,336,0.6042402826855123,375.0,409.0,474.0,419.3333333333333
BHMNCPPLS01,450,173,2016-11-19 13:04:16,2016-11-19,13,19,11,Saturday,1,277,0.3844444444444444,296.0,323.0,347.0,322.0
BHMBCCSNH01,863,626,2016-11-19 13:04:16,2016-11-19,13,19,11,Saturday,1,237,0.7253765932792584,297.0,346.0,417.0,353.3333333333333
Bull Ring,3053,2719,2016-11-19 13:04:16,2016-11-19,13,19,11,Saturday,1,334,0.8905994104159842,420.0,642.0,894.0,652.0
Others-CCCPS105a,2009,1323,2016-11-19 13:04:16,2016-11-19,13,19,11,Saturday,1,686,0.6585365853658537,756.0,827.0,938.0,840.3333333333334
Shopping,1920,1107,2016-11-19 13:04:16,2016-11-19,13,19,11,Saturday,1,813,0.5765625,906.0,996.0,1076.0,992.6666666666666
Broad Street,690,219,2016-11-19 13:04:16,2016-11-19,13,19,11,Saturday,1,471,0.3173913043478261,474.0,481.0,504.0,486.3333333333333
BHMNCPNHS01,500,126,2016-11-19 13:04:16,2016-11-19,13,19,11,Saturday,1,374,0.252,379.0,378.0,375.0,377.3333333333333
BHMBRCBRG01,1010,1010,2016-11-19 13:04:16,2016-11-19,13,19,11,Saturday,1,0,1.0,0.0,0.0,0.0,0.0
BHMEURBRD01,470,181,2016-11-19 13:04:16,2016-11-19,13,19,11,Saturday,1,289,0.3851063829787234,292.0,300.0,324.0,305.3333333333333
Others-CCCPS202,2937,924,2016-11-19 13:04:16,2016-11-19,13,19,11,Saturday,1,2013,0.3146067415730337,2033.0,2057.0,2131.0,2073.6666666666665
Others-CCCPS98,3103,898,2016-11-19 13:04:16,2016-11-19,13,19,11,Saturday,1,2205,0.2893973573960683,2263.0,2312.0,2414.0,2329.6666666666665
BHMNCPNHS01,500,126,2016-11-19 13:24:15,2016-11-19,13,19,11,Saturday,1,374,0.252,374.0,379.0,378.0,377.0
Others-CCCPS105a,2009,1417,2016-11-19 13:31:17,2016-11-19,13,19,11,Saturday,1,592,0.7053260328521652,686.0,756.0,827.0,756.3333333333334
Broad Street,690,240,2016-11-19 13:31:17,2016-11-19,13,19,11,Saturday,1,450,0.34782608695652173,471.0,474.0,481.0,475.3333333333333
BHMEURBRD01,470,196,2016-11-19 13:31:17,2016-11-19,13,19,11,Saturday,1,274,0.41702127659574467,289.0,292.0,300.0,293.6666666666667
BHMBCCSNH01,863,654,2016-11-19 13:31:17,2016-11-19,13,19,11,Saturday,1,209,0.7578215527230591,237.0,297.0,346.0,293.3333333333333
NIA South,788,145,2016-11-19 13:31:17,2016-11-19,13,19,11,Saturday,1,643,0.18401015228426396,644.0,646.0,656.0,648.6666666666666
BHMNCPPLS01,450,197,2016-11-19 13:31:17,2016-11-19,13,19,11,Saturday,1,253,0.43777777777777777,277.0,296.0,323.0,298.6666666666667
BHMBCCMKT01,577,429,2016-11-19 13:31:17,2016-11-19,13,19,11,Saturday,1,148,0.7435008665511266,177.0,237.0,284.0,232.66666666666666
BHMBRCBRG03,849,543,2016-11-19 13:31:17,2016-11-19,13,19,11,Saturday,1,306,0.6395759717314488,336.0,375.0,409.0,373.3333333333333
Others-CCCPS202,2937,983,2016-11-19 13:31:17,2016-11-19,13,19,11,Saturday,1,1954,0.33469526727953697,2013.0,2033.0,2057.0,2034.3333333333333
BHMNCPLDH01,720,594,2016-11-19 13:31:17,2016-11-19,13,19,11,Saturday,1,126,0.825,135.0,167.0,208.0,170.0
BHMEURBRD02,220,44,2016-11-19 13:31:17,2016-11-19,13,19,11,Saturday,1,176,0.2,182.0,182.0,181.0,181.66666666666666
Others-CCCPS8,1322,940,2016-11-19 13:31:17,2016-11-19,13,19,11,Saturday,1,382,0.7110438729198184,443.0,480.0,524.0,482.3333333333333
Others-CCCPS135a,3883,2053,2016-11-19 13:31:17,2016-11-19,13,19,11,Saturday,1,1830,0.5287149111511718,1892.0,2048.0,2191.0,2043.6666666666667
BHMBRCBRG01,1010,1009,2016-11-19 13:31:17,2016-11-19,13,19,11,Saturday,1,1,0.999009900990099,0.0,0.0,0.0,0.0
Shopping,1920,1141,2016-11-19 13:31:17,2016-11-19,13,19,11,Saturday,1,779,0.5942708333333333,813.0,906.0,996.0,905.0
BHMBCCPST01,317,317,2016-11-19 13:31:17,2016-11-19,13,19,11,Saturday,1,0,1.0,20.0,31.0,67.0,39.333333333333336
Bull Ring,3053,2747,2016-11-19 13:31:17,2016-11-19,13,19,11,Saturday,1,306,0.8997707173272191,334.0,420.0,642.0,465.3333333333333
Others-CCCPS133,4675,3762,2016-11-19 13:31:17,2016-11-19,13,19,11,Saturday,1,913,0.8047058823529412,1032.0,1191.0,1484.0,1235.6666666666667
Others-CCCPS98,3103,962,2016-11-19 13:31:17,2016-11-19,13,19,11,Saturday,1,2141,0.31002255881405094,2205.0,2263.0,2312.0,2260.0
BHMMBMMBX01,687,477,2016-11-19 13:31:17,2016-11-19,13,19,11,Saturday,1,210,0.6943231441048034,243.0,276.0,303.0,274.0
BHMNCPHST01,1200,547,2016-11-19 13:31:17,2016-11-19,13,19,11,Saturday,1,653,0.4558333333333333,678.0,739.0,788.0,735.0
Others-CCCPS119a,2803,546,2016-11-19 13:31:17,2016-11-19,13,19,11,Saturday,1,2257,0.19479129504102746,2257.0,2258.0,2263.0,2259.3333333333335
NIA Car Parks,1268,143,2016-11-19 13:31:17,2016-11-19,13,19,11,Saturday,1,1125,0.11277602523659307,1122.0,1127.0,1132.0,1127.0
BHMBRCBRG02,1194,1194,2016-11-19 13:31:17,2016-11-19,13,19,11,Saturday,1,0,1.0,0.0,45.0,235.0,93.33333333333333
BHMNCPNST01,485,341,2016-11-19 13:31:17,2016-11-19,13,19,11,Saturday,1,144,0.7030927835051546,178.0,199.0,216.0,197.66666666666666
BHMBCCTHL01,387,387,2016-11-19 13:31:17,2016-11-19,13,19,11,Saturday,1,0,1.0,0.0,0.0,0.0,0.0
BHMEURBRD02,220,46,2016-11-19 14:04:17,2016-11-19,14,19,11,Saturday,1,174,0.20909090909090908,176.0,182.0,182.0,180.0
BHMNCPLDH01,720,617,2016-11-19 14:04:17,2016-11-19,14,19,11,Saturday,1,103,0.8569444444444444,126.0,135.0,167.0,142.66666666666666
BHMBCCPST01,317,314,2016-11-19 14:04:17,2016-11-19,14,19,11,Saturday,1,3,0.9905362776025236,0.0,20.0,31.0,17.0
BHMEURBRD01,470,228,2016-11-19 14:04:17,2016-11-19,14,19,11,Saturday,1,242,0.4851063829787234,274.0,289.0,292.0,285.0
Others-CCCPS202,2937,1055,2016-11-19 14:04:17,2016-11-19,14,19,11,Saturday,1,1882,0.3592100783112019,1954.0,2013.0,2033.0,2000.0
Others-CCCPS98,3103,1056,2016-11-19 14:04:17,2016-11-19,14,19,11,Saturday,1,2047,0.34031582339671285,2141.0,2205.0,2263.0,2203.0
Others-CCCPS135a,3883,2123,2016-11-19 14:04:17,2016-11-19,14,19,11,Saturday,1,1760,0.546742209631728,1830.0,1892.0,2048.0,1923.3333333333333
BHMBRCBRG01,1010,1010,2016-11-19 14:04:17,2016-11-19,14,19,11,Saturday,1,0,1.0,1.0,0.0,0.0,0.3333333333333333
Bull Ring,3053,2743,2016-11-19 14:04:17,2016-11-19,14,19,11,Saturday,1,310,0.8984605306256142,306.0,334.0,420.0,353.3333333333333
BHMNCPHST01,1200,576,2016-11-19 14:04:17,2016-11-19,14,19,11,Saturday,1,624,0.48,653.0,678.0,739.0,690.0
Others-CCCPS119a,2803,556,2016-11-19 14:04:17,2016-11-19,14,19,11,Saturday,1,2247,0.19835890117731003,2257.0,2257.0,2258.0,2257.3333333333335
BHMBCCMKT01,577,492,2016-11-19 14:04:17,2016-11-19,14,19,11,Saturday,1,85,0.8526863084922011,148.0,177.0,237.0,187.33333333333334
BHMNCPPLS01,450,204,2016-11-19 14:04:17,2016-11-19,14,19,11,Saturday,1,246,0.4533333333333333,253.0,277.0,296.0,275.3333333333333
BHMBRCBRG02,1194,1194,2016-11-19 14:04:17,2016-11-19,14,19,11,Saturday,1,0,1.0,0.0,0.0,45.0,15.0
BHMNCPNHS01,500,129,2016-11-19 14:04:17,2016-11-19,14,19,11,Saturday,1,371,0.258,374.0,374.0,379.0,375.6666666666667
BHMBCCTHL01,387,387,2016-11-19 14:04:17,2016-11-19,14,19,11,Saturday,1,0,1.0,0.0,0.0,0.0,0.0
Others-CCCPS8,1322,988,2016-11-19 14:04:17,2016-11-19,14,19,11,Saturday,1,334,0.7473524962178517,382.0,443.0,480.0,435.0
Others-CCCPS133,4675,3849,2016-11-19 14:04:17,2016-11-19,14,19,11,Saturday,1,826,0.8233155080213904,913.0,1032.0,1191.0,1045.3333333333333
BHMBCCSNH01,863,673,2016-11-19 14:04:17,2016-11-19,14,19,11,Saturday,1,190,0.779837775202781,209.0,237.0,297.0,247.66666666666666
BHMBRCBRG03,849,538,2016-11-19 14:04:17,2016-11-19,14,19,11,Saturday,1,311,0.6336866902237926,306.0,336.0,375.0,339.0
Broad Street,690,274,2016-11-19 14:04:17,2016-11-19,14,19,11,Saturday,1,416,0.39710144927536234,450.0,471.0,474.0,465.0
NIA South,788,150,2016-11-19 14:04:17,2016-11-19,14,19,11,Saturday,1,638,0.19035532994923857,643.0,644.0,646.0,644.3333333333334
NIA Car Parks,1268,153,2016-11-19 14:04:17,2016-11-19,14,19,11,Saturday,1,1115,0.12066246056782334,1125.0,1122.0,1127.0,1124.6666666666667
BHMMBMMBX01,687,520,2016-11-19 14:04:17,2016-11-19,14,19,11,Saturday,1,167,0.7569141193595342,210.0,243.0,276.0,243.0
Others-CCCPS105a,2009,1508,2016-11-19 14:04:17,2016-11-19,14,19,11,Saturday,1,501,0.750622200099552,592.0,686.0,756.0,678.0
Shopping,1920,1193,2016-11-19 14:04:17,2016-11-19,14,19,11,Saturday,1,727,0.6213541666666667,779.0,813.0,906.0,832.6666666666666
BHMNCPNST01,485,382,2016-11-19 14:04:17,2016-11-19,14,19,11,Saturday,1,103,0.7876288659793814,144.0,178.0,199.0,173.66666666666666
BHMEURBRD01,470,240,2016-11-19 14:31:17,2016-11-19,14,19,11,Saturday,1,230,0.5106382978723404,242.0,274.0,289.0,268.3333333333333
BHMNCPNST01,485,390,2016-11-19 14:31:17,2016-11-19,14,19,11,Saturday,1,95,0.8041237113402062,103.0,144.0,178.0,141.66666666666666
Others-CCCPS119a,2803,549,2016-11-19 14:31:17,2016-11-19,14,19,11,Saturday,1,2254,0.19586157688191225,2247.0,2257.0,2257.0,2253.6666666666665
Others-CCCPS133,4675,3907,2016-11-19 14:31:17,2016-11-19,14,19,11,Saturday,1,768,0.8357219251336898,826.0,913.0,1032.0,923.6666666666666
BHMNCPNHS01,500,130,2016-11-19 14:31:17,2016-11-19,14,19,11,Saturday,1,370,0.26,371.0,374.0,374.0,373.0
Others-CCCPS105a,2009,1562,2016-11-19 14:31:17,2016-11-19,14,19,11,Saturday,1,447,0.7775012444001991,501.0,592.0,686.0,593.0
BHMMBMMBX01,687,558,2016-11-19 14:31:17,2016-11-19,14,19,11,Saturday,1,129,0.8122270742358079,167.0,210.0,243.0,206.66666666666666
Others-CCCPS135a,3883,2136,2016-11-19 14:31:17,2016-11-19,14,19,11,Saturday,1,1747,0.5500901364924028,1760.0,1830.0,1892.0,1827.3333333333333
BHMNCPLDH01,720,610,2016-11-19 14:31:17,2016-11-19,14,19,11,Saturday,1,110,0.8472222222222222,103.0,126.0,135.0,121.33333333333333
BHMBCCSNH01,863,670,2016-11-19 14:31:17,2016-11-19,14,19,11,Saturday,1,193,0.776361529548088,190.0,209.0,237.0,212.0
BHMBRCBRG03,849,541,2016-11-19 14:31:17,2016-11-19,14,19,11,Saturday,1,308,0.6372202591283863,311.0,306.0,336.0,317.6666666666667
BHMNCPPLS01,450,215,2016-11-19 14:31:17,2016-11-19,14,19,11,Saturday,1,235,0.4777777777777778,246.0,253.0,277.0,258.6666666666667
BHMBRCBRG02,1194,1194,2016-11-19 14:31:17,2016-11-19,14,19,11,Saturday,1,0,1.0,0.0,0.0,0.0,0.0
BHMBCCTHL01,387,387,2016-11-19 14:31:17,2016-11-19,14,19,11,Saturday,1,0,1.0,0.0,0.0,0.0,0.0
BHMNCPHST01,1200,595,2016-11-19 14:31:17,2016-11-19,14,19,11,Saturday,1,605,0.49583333333333335,624.0,653.0,678.0,651.6666666666666
Broad Street,690,288,2016-11-19 14:31:17,2016-11-19,14,19,11,Saturday,1,402,0.41739130434782606,416.0,450.0,471.0,445.6666666666667
Bull Ring,3053,2744,2016-11-19 14:31:17,2016-11-19,14,19,11,Saturday,1,309,0.8987880773010154,310.0,306.0,334.0,316.6666666666667
BHMBCCPST01,317,308,2016-11-19 14:31:17,2016-11-19,14,19,11,Saturday,1,9,0.9716088328075709,3.0,0.0,20.0,7.666666666666667
BHMEURBRD02,220,48,2016-11-19 14:31:17,2016-11-19,14,19,11,Saturday,1,172,0.21818181818181817,174.0,176.0,182.0,177.33333333333334
NIA Car Parks,1268,149,2016-11-19 14:31:17,2016-11-19,14,19,11,Saturday,1,1119,0.11750788643533124,1115.0,1125.0,1122.0,1120.6666666666667
Others-CCCPS98,3103,1098,2016-11-19 14:31:17,2016-11-19,14,19,11,Saturday,1,2005,0.3538511118272639,2047.0,2141.0,2205.0,2131.0
Shopping,1920,1205,2016-11-19 14:31:17,2016-11-19,14,19,11,Saturday,1,715,0.6276041666666666,727.0,779.0,813.0,773.0
Others-CCCPS8,1322,1004,2016-11-19 14:31:17,2016-11-19,14,19,11,Saturday,1,318,0.7594553706505295,334.0,382.0,443.0,386.3333333333333
BHMBRCBRG01,1010,1009,2016-11-19 14:31:17,2016-11-19,14,19,11,Saturday,1,1,0.999009900990099,0.0,1.0,0.0,0.3333333333333333
Others-CCCPS202,2937,1077,2016-11-19 14:31:17,2016-11-19,14,19,11,Saturday,1,1860,0.36670071501532175,1882.0,1954.0,2013.0,1949.6666666666667
BHMBCCMKT01,577,473,2016-11-19 14:31:17,2016-11-19,14,19,11,Saturday,1,104,0.8197573656845754,85.0,148.0,177.0,136.66666666666666
NIA South,788,147,2016-11-19 14:31:17,2016-11-19,14,19,11,Saturday,1,641,0.1865482233502538,638.0,643.0,644.0,641.6666666666666
BHMBCCMKT01,577,482,2016-11-19 15:04:16,2016-11-19,15,19,11,Saturday,1,95,0.8353552859618717,104.0,85.0,148.0,112.33333333333333
BHMBCCPST01,317,288,2016-11-19 15:04:16,2016-11-19,15,19,11,Saturday,1,29,0.9085173501577287,9.0,3.0,0.0,4.0
BHMNCPHST01,1200,613,2016-11-19 15:04:16,2016-11-19,15,19,11,Saturday,1,587,0.5108333333333334,605.0,624.0,653.0,627.3333333333334
NIA Car Parks,1268,162,2016-11-19 15:04:16,2016-11-19,15,19,11,Saturday,1,1106,0.1277602523659306,1119.0,1115.0,1125.0,1119.6666666666667
Bull Ring,3053,2759,2016-11-19 15:04:16,2016-11-19,15,19,11,Saturday,1,294,0.9037012774320341,309.0,310.0,306.0,308.3333333333333
Others-CCCPS98,3103,1139,2016-11-19 15:04:16,2016-11-19,15,19,11,Saturday,1,1964,0.36706413148565903,2005.0,2047.0,2141.0,2064.3333333333335
BHMBCCSNH01,863,680,2016-11-19 15:04:16,2016-11-19,15,19,11,Saturday,1,183,0.7879490150637312,193.0,190.0,209.0,197.33333333333334
Shopping,1920,1204,2016-11-19 15:04:16,2016-11-19,15,19,11,Saturday,1,716,0.6270833333333333,715.0,727.0,779.0,740.3333333333334
Others-CCCPS119a,2803,551,2016-11-19 15:04:16,2016-11-19,15,19,11,Saturday,1,2252,0.19657509810916876,2254.0,2247.0,2257.0,2252.6666666666665
BHMBCCTHL01,387,387,2016-11-19 15:04:16,2016-11-19,15,19,11,Saturday,1,0,1.0,0.0,0.0,0.0,0.0
BHMBRCBRG01,1010,1009,2016-11-19 15:04:16,2016-11-19,15,19,11,Saturday,1,1,0.999009900990099,1.0,0.0,1.0,0.6666666666666666
BHMNCPNHS01,500,130,2016-11-19 15:04:16,2016-11-19,15,19,11,Saturday,1,370,0.26,370.0,371.0,374.0,371.6666666666667
Others-CCCPS133,4675,3949,2016-11-19 15:04:16,2016-11-19,15,19,11,Saturday,1,726,0.8447058823529412,768.0,826.0,913.0,835.6666666666666
BHMNCPNST01,485,413,2016-11-19 15:04:16,2016-11-19,15,19,11,Saturday,1,72,0.8515463917525773,95.0,103.0,144.0,114.0
BHMBRCBRG03,849,558,2016-11-19 15:04:16,2016-11-19,15,19,11,Saturday,1,291,0.657243816254417,308.0,311.0,306.0,308.3333333333333
Others-CCCPS135a,3883,2147,2016-11-19 15:04:16,2016-11-19,15,19,11,Saturday,1,1736,0.5529229976822044,1747.0,1760.0,1830.0,1779.0
BHMEURBRD01,470,255,2016-11-19 15:04:16,2016-11-19,15,19,11,Saturday,1,215,0.5425531914893617,230.0,242.0,274.0,248.66666666666666
Broad Street,690,308,2016-11-19 15:04:16,2016-11-19,15,19,11,Saturday,1,382,0.4463768115942029,402.0,416.0,450.0,422.6666666666667
BHMBRCBRG02,1194,1192,2016-11-19 15:04:16,2016-11-19,15,19,11,Saturday,1,2,0.998324958123953,0.0,0.0,0.0,0.0
BHMNCPPLS01,450,214,2016-11-19 15:04:16,2016-11-19,15,19,11,Saturday,1,236,0.47555555555555556,235.0,246.0,253.0,244.66666666666666
BHMMBMMBX01,687,563,2016-11-19 15:04:16,2016-11-19,15,19,11,Saturday,1,124,0.8195050946142649,129.0,167.0,210.0,168.66666666666666
Others-CCCPS8,1322,1015,2016-11-19 15:04:16,2016-11-19,15,19,11,Saturday,1,307,0.7677760968229954,318.0,334.0,382.0,344.6666666666667
BHMNCPLDH01,720,591,2016-11-19 15:04:16,2016-11-19,15,19,11,Saturday,1,129,0.8208333333333333,110.0,103.0,126.0,113.0
Others-CCCPS105a,2009,1578,2016-11-19 15:04:16,2016-11-19,15,19,11,Saturday,1,431,0.7854654056744649,447.0,501.0,592.0,513.3333333333334
NIA South,788,160,2016-11-19 15:04:16,2016-11-19,15,19,11,Saturday,1,628,0.20304568527918782,641.0,638.0,643.0,640.6666666666666
BHMEURBRD02,220,53,2016-11-19 15:04:16,2016-11-19,15,19,11,Saturday,1,167,0.2409090909090909,172.0,174.0,176.0,174.0
Others-CCCPS202,2937,1103,2016-11-19 15:04:16,2016-11-19,15,19,11,Saturday,1,1834,0.3755532856656452,1860.0,1882.0,1954.0,1898.6666666666667
Bull Ring,3053,2743,2016-11-19 15:31:17,2016-11-19,15,19,11,Saturday,1,310,0.8984605306256142,294.0,309.0,310.0,304.3333333333333
Shopping,1920,1195,2016-11-19 15:31:17,2016-11-19,15,19,11,Saturday,1,725,0.6223958333333334,716.0,715.0,727.0,719.3333333333334
Others-CCCPS133,4675,3933,2016-11-19 15:31:17,2016-11-19,15,19,11,Saturday,1,742,0.8412834224598931,726.0,768.0,826.0,773.3333333333334
Others-CCCPS8,1322,1023,2016-11-19 15:31:17,2016-11-19,15,19,11,Saturday,1,299,0.7738275340393344,307.0,318.0,334.0,319.6666666666667
NIA Car Parks,1268,179,2016-11-19 15:31:17,2016-11-19,15,19,11,Saturday,1,1089,0.1411671924290221,1106.0,1119.0,1115.0,1113.3333333333333
Others-CCCPS119a,2803,568,2016-11-19 15:31:17,2016-11-19,15,19,11,Saturday,1,2235,0.2026400285408491,2252.0,2254.0,2247.0,2251.0
BHMBRCBRG01,1010,1010,2016-11-19 15:31:17,2016-11-19,15,19,11,Saturday,1,0,1.0,1.0,1.0,0.0,0.6666666666666666
BHMBCCMKT01,577,489,2016-11-19 15:31:17,2016-11-19,15,19,11,Saturday,1,88,0.8474870017331022,95.0,104.0,85.0,94.66666666666667
